segment,streak_id,year,team,streak_len,start_date,end_date,year_std,team_std,date_std,Rank,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,GO,FO,BB,HP,IB,SO,GDP,SH,SF,AVG_,OBP,SLG,OPS,Year_,row_order
pre,42,2023,한화,5,2023-08-04,2023-08-11,2023,한화,2023-08-01,10,0.125,1,37.0,32.0,3.0,4.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,9.0,6.0,3.0,2.0,0.0,12.0,1.0,0.0,0.0,0.125,0.243,0.219,0.462,2023,85
pre,42,2023,한화,5,2023-08-04,2023-08-11,2023,한화,2023-08-02,10,0.15,1,44.0,40.0,1.0,6.0,2.0,0.0,1.0,11.0,1.0,1.0,0.0,11.0,11.0,2.0,0.0,0.0,12.0,0.0,2.0,0.0,0.15,0.19,0.275,0.465,2023,86
pre,42,2023,한화,5,2023-08-04,2023-08-11,2023,한화,2023-08-03,5,0.276,1,34.0,29.0,5.0,8.0,1.0,1.0,1.0,14.0,5.0,0.0,0.0,3.0,11.0,4.0,0.0,0.0,7.0,1.0,1.0,0.0,0.276,0.364,0.483,0.847,2023,87
pre,43,2023,한화,6,2023-10-05,2023-10-13,2023,한화,2023-09-28,8,0.156,1,34.0,32.0,0.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,6.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.156,0.206,0.188,0.394,2023,126
pre,43,2023,한화,6,2023-10-05,2023-10-13,2023,한화,2023-09-29,6,0.161,1,33.0,31.0,1.0,5.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,7.0,12.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,0.161,0.212,0.161,0.373,2023,127
pre,43,2023,한화,6,2023-10-05,2023-10-13,2023,한화,2023-10-01,2,0.324,1,36.0,34.0,4.0,11.0,1.0,0.0,0.0,12.0,3.0,1.0,1.0,5.0,7.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,0.324,0.333,0.353,0.686,2023,128
pre,43,2023,한화,6,2023-10-05,2023-10-13,2023,한화,2023-10-02,2,0.303,1,35.0,33.0,10.0,10.0,1.0,0.0,4.0,23.0,10.0,0.0,0.0,8.0,10.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.303,0.343,0.697,1.04,2023,129
pre,43,2023,한화,6,2023-10-05,2023-10-13,2023,한화,2023-10-04,3,0.333,1,49.0,39.0,11.0,13.0,4.0,0.0,2.0,23.0,10.0,1.0,1.0,8.0,14.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,0.333,0.469,0.59,1.059,2023,130
pre,44,2023,한화,8,2023-08-19,2023-09-01,2023,한화,2023-08-13,3,0.353,1,40.0,34.0,8.0,12.0,3.0,0.0,0.0,15.0,8.0,0.0,0.0,7.0,8.0,2.0,2.0,0.0,8.0,0.0,1.0,1.0,0.353,0.41,0.441,0.851,2023,95
pre,44,2023,한화,8,2023-08-19,2023-09-01,2023,한화,2023-08-15,7,0.195,1,46.0,41.0,3.0,8.0,1.0,0.0,2.0,15.0,3.0,0.0,0.0,10.0,10.0,3.0,1.0,0.0,10.0,2.0,1.0,0.0,0.195,0.267,0.366,0.633,2023,96
pre,44,2023,한화,8,2023-08-19,2023-09-01,2023,한화,2023-08-16,3,0.258,1,39.0,31.0,4.0,8.0,1.0,1.0,0.0,11.0,4.0,1.0,0.0,12.0,7.0,6.0,0.0,0.0,5.0,2.0,1.0,1.0,0.258,0.368,0.355,0.723,2023,97
pre,44,2023,한화,8,2023-08-19,2023-09-01,2023,한화,2023-08-17,7,0.326,1,47.0,43.0,9.0,14.0,5.0,1.0,1.0,24.0,9.0,0.0,1.0,7.0,14.0,3.0,0.0,0.0,9.0,0.0,0.0,1.0,0.326,0.362,0.558,0.92,2023,98
pre,44,2023,한화,8,2023-08-19,2023-09-01,2023,한화,2023-08-18,2,0.432,1,43.0,37.0,11.0,16.0,3.0,0.0,1.0,22.0,11.0,1.0,0.0,12.0,5.0,3.0,1.0,0.0,4.0,2.0,1.0,1.0,0.432,0.476,0.595,1.071,2023,99
pre,45,2023,키움,4,2023-08-10,2023-08-13,2023,키움,2023-08-04,10,0.1,1,37.0,30.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,10.0,11.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.1,0.27,0.1,0.37,2023,97
pre,45,2023,키움,4,2023-08-10,2023-08-13,2023,키움,2023-08-05,10,0.206,1,35.0,34.0,3.0,7.0,1.0,0.0,1.0,11.0,3.0,1.0,0.0,9.0,10.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.206,0.229,0.324,0.553,2023,98
pre,45,2023,키움,4,2023-08-10,2023-08-13,2023,키움,2023-08-06,4,0.265,1,40.0,34.0,7.0,9.0,4.0,0.0,1.0,16.0,7.0,0.0,0.0,9.0,9.0,4.0,1.0,0.0,7.0,1.0,1.0,0.0,0.265,0.359,0.471,0.83,2023,99
pre,45,2023,키움,4,2023-08-10,2023-08-13,2023,키움,2023-08-08,4,0.235,1,37.0,34.0,1.0,8.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0,11.0,0.0,1.0,0.0,0.235,0.278,0.324,0.602,2023,100
pre,45,2023,키움,4,2023-08-10,2023-08-13,2023,키움,2023-08-09,2,0.371,1,42.0,35.0,10.0,13.0,2.0,0.0,0.0,15.0,7.0,0.0,0.0,10.0,8.0,6.0,0.0,0.0,5.0,1.0,0.0,1.0,0.371,0.452,0.429,0.881,2023,101
pre,46,2023,키움,8,2023-07-06,2023-07-21,2023,키움,2023-06-30,4,0.235,1,35.0,34.0,3.0,8.0,2.0,0.0,1.0,13.0,3.0,0.0,0.0,9.0,6.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.235,0.257,0.382,0.639,2023,73
pre,46,2023,키움,8,2023-07-06,2023-07-21,2023,키움,2023-07-01,1,0.417,1,40.0,36.0,6.0,15.0,2.0,0.0,0.0,17.0,6.0,1.0,0.0,6.0,14.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.417,0.45,0.472,0.922,2023,74
pre,46,2023,키움,8,2023-07-06,2023-07-21,2023,키움,2023-07-02,3,0.265,1,40.0,34.0,5.0,9.0,3.0,0.0,1.0,15.0,4.0,1.0,0.0,10.0,10.0,6.0,0.0,0.0,5.0,2.0,0.0,0.0,0.265,0.375,0.441,0.816,2023,75
pre,46,2023,키움,8,2023-07-06,2023-07-21,2023,키움,2023-07-04,3,0.294,1,43.0,34.0,8.0,10.0,3.0,0.0,0.0,13.0,8.0,1.0,0.0,9.0,8.0,6.0,2.0,0.0,6.0,0.0,1.0,0.0,0.294,0.429,0.382,0.811,2023,76
pre,46,2023,키움,8,2023-07-06,2023-07-21,2023,키움,2023-07-05,5,0.276,1,32.0,29.0,2.0,8.0,1.0,0.0,0.0,9.0,2.0,1.0,1.0,5.0,4.0,3.0,0.0,0.0,12.0,1.0,0.0,0.0,0.276,0.344,0.31,0.654,2023,77
pre,47,2023,키움,9,2023-07-29,2023-08-08,2023,키움,2023-07-23,2,0.357,1,51.0,42.0,7.0,15.0,2.0,1.0,1.0,22.0,7.0,1.0,0.0,6.0,13.0,5.0,1.0,1.0,9.0,0.0,1.0,2.0,0.357,0.42,0.524,0.944,2023,87
pre,47,2023,키움,9,2023-07-29,2023-08-08,2023,키움,2023-07-25,5,0.267,1,38.0,30.0,6.0,8.0,1.0,0.0,1.0,12.0,6.0,0.0,0.0,11.0,10.0,3.0,2.0,0.0,4.0,2.0,0.0,3.0,0.267,0.342,0.4,0.742,2023,88
pre,47,2023,키움,9,2023-07-29,2023-08-08,2023,키움,2023-07-26,5,0.243,1,42.0,37.0,4.0,9.0,0.0,0.0,1.0,12.0,4.0,0.0,0.0,8.0,16.0,4.0,0.0,1.0,3.0,1.0,0.0,1.0,0.243,0.31,0.324,0.634,2023,89
pre,47,2023,키움,9,2023-07-29,2023-08-08,2023,키움,2023-07-27,9,0.154,1,31.0,26.0,2.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,11.0,4.0,4.0,0.0,0.0,7.0,2.0,1.0,0.0,0.154,0.267,0.154,0.421,2023,90
pre,47,2023,키움,9,2023-07-29,2023-08-08,2023,키움,2023-07-28,6,0.25,1,50.0,44.0,5.0,11.0,2.0,0.0,1.0,16.0,5.0,0.0,0.0,9.0,14.0,3.0,0.0,1.0,10.0,0.0,1.0,2.0,0.25,0.286,0.364,0.65,2023,91
pre,48,2023,키움,8,2023-09-05,2023-09-18,2023,키움,2023-08-30,2,0.39,1,44.0,41.0,7.0,16.0,3.0,0.0,0.0,19.0,7.0,0.0,0.0,7.0,7.0,2.0,1.0,0.0,10.0,1.0,0.0,0.0,0.39,0.432,0.463,0.895,2023,118
pre,48,2023,키움,8,2023-09-05,2023-09-18,2023,키움,2023-08-31,6,0.261,1,55.0,46.0,8.0,12.0,4.0,0.0,1.0,19.0,8.0,0.0,0.0,14.0,10.0,7.0,0.0,1.0,11.0,0.0,1.0,1.0,0.261,0.352,0.413,0.765,2023,119
pre,48,2023,키움,8,2023-09-05,2023-09-18,2023,키움,2023-09-01,4,0.323,1,33.0,31.0,6.0,10.0,1.0,1.0,1.0,16.0,6.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,0.323,0.333,0.516,0.849,2023,120
pre,48,2023,키움,8,2023-09-05,2023-09-18,2023,키움,2023-09-02,4,0.281,1,38.0,32.0,3.0,9.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,4.0,13.0,4.0,1.0,0.0,7.0,0.0,0.0,1.0,0.281,0.368,0.313,0.681,2023,121
pre,48,2023,키움,8,2023-09-05,2023-09-18,2023,키움,2023-09-03,3,0.343,1,38.0,35.0,7.0,12.0,3.0,0.0,0.0,15.0,7.0,0.0,0.0,7.0,6.0,3.0,0.0,0.0,9.0,2.0,0.0,0.0,0.343,0.395,0.429,0.824,2023,122
pre,49,2024,삼성,4,2024-05-25,2024-05-29,2024,삼성,2024-05-19,6,0.188,1,37.0,32.0,2.0,6.0,2.0,0.0,1.0,11.0,2.0,0.0,0.0,7.0,8.0,5.0,0.0,0.0,9.0,1.0,0.0,0.0,0.188,0.297,0.344,0.641,2024,45
pre,49,2024,삼성,4,2024-05-25,2024-05-29,2024,삼성,2024-05-21,6,0.268,1,45.0,41.0,5.0,11.0,2.0,0.0,1.0,16.0,5.0,0.0,0.0,8.0,14.0,2.0,1.0,0.0,9.0,1.0,0.0,1.0,0.268,0.311,0.39,0.701,2024,46
pre,49,2024,삼성,4,2024-05-25,2024-05-29,2024,삼성,2024-05-22,7,0.185,1,30.0,27.0,3.0,5.0,1.0,1.0,1.0,11.0,3.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,10.0,0.0,1.0,1.0,0.185,0.207,0.407,0.614,2024,47
pre,49,2024,삼성,4,2024-05-25,2024-05-29,2024,삼성,2024-05-23,7,0.27,1,39.0,37.0,2.0,10.0,2.0,0.0,0.0,12.0,2.0,1.0,0.0,11.0,9.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.27,0.308,0.324,0.632,2024,48
pre,49,2024,삼성,4,2024-05-25,2024-05-29,2024,삼성,2024-05-24,4,0.3,1,50.0,40.0,11.0,12.0,4.0,0.0,0.0,16.0,11.0,1.0,0.0,9.0,6.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,0.3,0.44,0.4,0.84,2024,49
pre,50,2024,삼성,4,2024-06-05,2024-06-08,2024,삼성,2024-05-30,5,0.241,1,35.0,29.0,4.0,7.0,0.0,0.0,1.0,10.0,3.0,1.0,0.0,10.0,7.0,4.0,1.0,0.0,6.0,1.0,0.0,1.0,0.241,0.343,0.345,0.688,2024,54
pre,50,2024,삼성,4,2024-06-05,2024-06-08,2024,삼성,2024-05-31,2,0.394,1,41.0,33.0,8.0,13.0,1.0,0.0,1.0,17.0,8.0,3.0,0.0,6.0,7.0,3.0,3.0,0.0,8.0,2.0,1.0,1.0,0.394,0.475,0.515,0.99,2024,55
pre,50,2024,삼성,4,2024-06-05,2024-06-08,2024,삼성,2024-06-01,5,0.267,1,36.0,30.0,6.0,8.0,2.0,0.0,2.0,16.0,6.0,2.0,1.0,8.0,7.0,4.0,0.0,0.0,8.0,0.0,1.0,1.0,0.267,0.343,0.533,0.876,2024,56
pre,50,2024,삼성,4,2024-06-05,2024-06-08,2024,삼성,2024-06-02,5,0.258,1,34.0,31.0,1.0,8.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,5.0,10.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,0.258,0.324,0.29,0.614,2024,57
pre,50,2024,삼성,4,2024-06-05,2024-06-08,2024,삼성,2024-06-04,6,0.219,1,36.0,32.0,3.0,7.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,8.0,7.0,2.0,1.0,0.0,10.0,0.0,1.0,0.0,0.219,0.286,0.25,0.536,2024,58
pre,51,2024,삼성,5,2024-06-28,2024-07-09,2024,삼성,2024-06-21,5,0.29,1,36.0,31.0,7.0,9.0,1.0,0.0,3.0,19.0,7.0,0.0,0.0,6.0,8.0,4.0,1.0,0.0,5.0,1.0,0.0,0.0,0.29,0.389,0.613,1.002,2024,73
pre,51,2024,삼성,5,2024-06-28,2024-07-09,2024,삼성,2024-06-23,7,0.266,2,81.0,64.0,17.0,17.0,5.0,0.0,2.0,28.0,16.0,0.0,0.0,14.0,19.0,13.0,2.0,0.0,13.0,0.0,2.0,0.0,0.266,0.405,0.438,0.843,2024,74
pre,51,2024,삼성,5,2024-06-28,2024-07-09,2024,삼성,2024-06-25,10,0.037,1,27.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.037,0.037,0.037,0.074,2024,75
pre,51,2024,삼성,5,2024-06-28,2024-07-09,2024,삼성,2024-06-26,9,0.152,1,36.0,33.0,1.0,5.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,8.0,6.0,2.0,1.0,0.0,12.0,0.0,0.0,0.0,0.152,0.222,0.182,0.404,2024,76
pre,51,2024,삼성,5,2024-06-28,2024-07-09,2024,삼성,2024-06-27,9,0.207,1,35.0,29.0,2.0,6.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,11.0,8.0,4.0,1.0,0.0,4.0,2.0,0.0,1.0,0.207,0.314,0.207,0.521,2024,77
pre,52,2024,두산,4,2024-06-21,2024-06-25,2024,두산,2024-06-15,3,0.353,1,41.0,34.0,4.0,12.0,2.0,0.0,0.0,14.0,4.0,2.0,1.0,8.0,7.0,3.0,1.0,0.0,7.0,1.0,2.0,1.0,0.353,0.41,0.412,0.822,2024,69
pre,52,2024,두산,4,2024-06-21,2024-06-25,2024,두산,2024-06-16,10,0.129,1,32.0,31.0,2.0,4.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,13.0,10.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.129,0.156,0.194,0.35,2024,70
pre,52,2024,두산,4,2024-06-21,2024-06-25,2024,두산,2024-06-18,4,0.324,1,41.0,34.0,6.0,11.0,1.0,0.0,1.0,15.0,6.0,1.0,0.0,6.0,12.0,7.0,0.0,0.0,5.0,1.0,0.0,0.0,0.324,0.439,0.441,0.88,2024,71
pre,52,2024,두산,4,2024-06-21,2024-06-25,2024,두산,2024-06-19,6,0.306,1,38.0,36.0,5.0,11.0,2.0,0.0,2.0,19.0,4.0,1.0,0.0,9.0,9.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,0.306,0.316,0.528,0.844,2024,72
pre,52,2024,두산,4,2024-06-21,2024-06-25,2024,두산,2024-06-20,7,0.185,1,30.0,27.0,2.0,5.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,11.0,9.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.185,0.233,0.222,0.455,2024,73
pre,53,2024,두산,4,2024-07-25,2024-07-28,2024,두산,2024-07-18,7,0.133,1,30.0,30.0,3.0,4.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.133,0.133,0.233,0.366,2024,91
pre,53,2024,두산,4,2024-07-25,2024-07-28,2024,두산,2024-07-19,7,0.273,1,36.0,33.0,7.0,9.0,3.0,0.0,3.0,21.0,7.0,1.0,1.0,11.0,7.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,0.273,0.306,0.636,0.942,2024,92
pre,53,2024,두산,4,2024-07-25,2024-07-28,2024,두산,2024-07-21,7,0.212,1,34.0,33.0,3.0,7.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,9.0,8.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.212,0.235,0.212,0.447,2024,93
pre,53,2024,두산,4,2024-07-25,2024-07-28,2024,두산,2024-07-23,2,0.364,1,37.0,33.0,6.0,12.0,1.0,0.0,1.0,16.0,6.0,3.0,0.0,9.0,8.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,0.364,0.417,0.485,0.902,2024,94
pre,53,2024,두산,4,2024-07-25,2024-07-28,2024,두산,2024-07-24,1,0.344,1,40.0,32.0,7.0,11.0,3.0,0.0,1.0,17.0,7.0,2.0,1.0,7.0,7.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0,0.344,0.475,0.531,1.006,2024,95
pre,54,2024,두산,5,2024-08-29,2024-09-06,2024,두산,2024-08-23,10,0.129,1,36.0,31.0,4.0,4.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,11.0,7.0,4.0,1.0,0.0,9.0,1.0,0.0,0.0,0.129,0.25,0.194,0.444,2024,118
pre,54,2024,두산,5,2024-08-29,2024-09-06,2024,두산,2024-08-24,8,0.182,1,44.0,33.0,6.0,6.0,2.0,0.0,0.0,8.0,5.0,3.0,0.0,5.0,10.0,9.0,0.0,1.0,11.0,1.0,2.0,0.0,0.182,0.357,0.242,0.599,2024,119
pre,54,2024,두산,5,2024-08-29,2024-09-06,2024,두산,2024-08-25,10,0.161,1,33.0,31.0,1.0,5.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,11.0,8.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.161,0.188,0.29,0.478,2024,120
pre,54,2024,두산,5,2024-08-29,2024-09-06,2024,두산,2024-08-27,2,0.439,1,46.0,41.0,13.0,18.0,2.0,1.0,1.0,25.0,12.0,0.0,1.0,8.0,8.0,4.0,0.0,0.0,6.0,2.0,1.0,0.0,0.439,0.489,0.61,1.099,2024,121
pre,54,2024,두산,5,2024-08-29,2024-09-06,2024,두산,2024-08-28,3,0.306,1,39.0,36.0,8.0,11.0,3.0,1.0,2.0,22.0,6.0,1.0,0.0,8.0,11.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.306,0.359,0.611,0.97,2024,122
pre,55,2024,롯데,5,2024-07-20,2024-07-26,2024,롯데,2024-07-13,10,0.172,1,34.0,29.0,3.0,5.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,5.0,10.0,3.0,1.0,0.0,8.0,0.0,1.0,0.0,0.172,0.273,0.172,0.445,2024,82
pre,55,2024,롯데,5,2024-07-20,2024-07-26,2024,롯데,2024-07-16,1,0.31,1,35.0,29.0,4.0,9.0,1.0,0.0,1.0,13.0,4.0,0.0,0.0,6.0,10.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,0.31,0.412,0.448,0.86,2024,83
pre,55,2024,롯데,5,2024-07-20,2024-07-26,2024,롯데,2024-07-17,10,0.171,1,40.0,35.0,6.0,6.0,1.0,0.0,1.0,10.0,6.0,1.0,0.0,8.0,11.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.171,0.275,0.286,0.561,2024,84
pre,55,2024,롯데,5,2024-07-20,2024-07-26,2024,롯데,2024-07-18,8,0.1,1,32.0,30.0,2.0,3.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,13.0,7.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.1,0.156,0.2,0.356,2024,85
pre,55,2024,롯데,5,2024-07-20,2024-07-26,2024,롯데,2024-07-19,2,0.375,1,45.0,40.0,10.0,15.0,4.0,0.0,2.0,25.0,10.0,1.0,0.0,9.0,7.0,2.0,1.0,1.0,8.0,0.0,2.0,0.0,0.375,0.419,0.625,1.044,2024,86
pre,56,2024,한화,5,2024-09-07,2024-09-12,2024,한화,2024-08-31,6,0.156,1,34.0,32.0,2.0,5.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,5.0,7.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.156,0.206,0.25,0.456,2024,120
pre,56,2024,한화,5,2024-09-07,2024-09-12,2024,한화,2024-09-03,2,0.382,1,39.0,34.0,7.0,13.0,1.0,1.0,2.0,22.0,7.0,0.0,0.0,8.0,9.0,3.0,1.0,0.0,4.0,2.0,1.0,0.0,0.382,0.447,0.647,1.094,2024,121
pre,56,2024,한화,5,2024-09-07,2024-09-12,2024,한화,2024-09-04,3,0.3,1,45.0,40.0,5.0,12.0,1.0,0.0,0.0,13.0,4.0,2.0,1.0,12.0,9.0,3.0,2.0,0.0,7.0,1.0,0.0,0.0,0.3,0.378,0.325,0.703,2024,122
pre,56,2024,한화,5,2024-09-07,2024-09-12,2024,한화,2024-09-05,7,0.194,1,40.0,36.0,3.0,7.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,7.0,12.0,3.0,1.0,0.0,9.0,1.0,0.0,0.0,0.194,0.275,0.222,0.497,2024,123
pre,56,2024,한화,5,2024-09-07,2024-09-12,2024,한화,2024-09-06,5,0.25,1,38.0,36.0,3.0,9.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,11.0,7.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.25,0.289,0.25,0.539,2024,124
pre,57,2024,한화,7,2024-07-13,2024-07-21,2024,한화,2024-07-04,1,0.378,1,43.0,37.0,13.0,14.0,2.0,0.0,0.0,16.0,9.0,1.0,0.0,8.0,11.0,4.0,0.0,1.0,4.0,0.0,2.0,0.0,0.378,0.439,0.432,0.871,2024,80
pre,57,2024,한화,7,2024-07-13,2024-07-21,2024,한화,2024-07-09,3,0.303,1,35.0,33.0,3.0,10.0,1.0,0.0,2.0,17.0,3.0,0.0,1.0,6.0,7.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0.303,0.324,0.515,0.839,2024,81
pre,57,2024,한화,7,2024-07-13,2024-07-21,2024,한화,2024-07-10,2,0.314,1,41.0,35.0,7.0,11.0,2.0,0.0,1.0,16.0,7.0,0.0,0.0,9.0,9.0,5.0,1.0,0.0,6.0,2.0,0.0,0.0,0.314,0.415,0.457,0.872,2024,82
pre,57,2024,한화,7,2024-07-13,2024-07-21,2024,한화,2024-07-11,7,0.2,1,42.0,40.0,4.0,8.0,1.0,1.0,0.0,11.0,4.0,0.0,0.0,9.0,13.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.2,0.238,0.275,0.513,2024,83
pre,57,2024,한화,7,2024-07-13,2024-07-21,2024,한화,2024-07-12,4,0.314,1,39.0,35.0,6.0,11.0,4.0,0.0,0.0,15.0,6.0,0.0,0.0,8.0,15.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.314,0.368,0.429,0.797,2024,84
pre,58,2024,키움,4,2024-05-30,2024-06-02,2024,키움,2024-05-23,6,0.286,1,32.0,28.0,6.0,8.0,2.0,0.0,1.0,13.0,6.0,0.0,0.0,9.0,4.0,3.0,0.0,0.0,8.0,3.0,0.0,1.0,0.286,0.344,0.464,0.808,2024,46
pre,58,2024,키움,4,2024-05-30,2024-06-02,2024,키움,2024-05-24,8,0.237,1,42.0,38.0,4.0,9.0,1.0,0.0,0.0,10.0,4.0,1.0,0.0,13.0,7.0,4.0,0.0,1.0,6.0,0.0,0.0,0.0,0.237,0.31,0.263,0.573,2024,47
pre,58,2024,키움,4,2024-05-30,2024-06-02,2024,키움,2024-05-25,10,0.212,1,35.0,33.0,2.0,7.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,4.0,8.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,0.212,0.257,0.242,0.499,2024,48
pre,58,2024,키움,4,2024-05-30,2024-06-02,2024,키움,2024-05-28,6,0.25,1,39.0,36.0,4.0,9.0,2.0,0.0,0.0,11.0,4.0,0.0,0.0,10.0,8.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.25,0.308,0.306,0.614,2024,49
pre,58,2024,키움,4,2024-05-30,2024-06-02,2024,키움,2024-05-29,1,0.391,1,50.0,46.0,11.0,18.0,1.0,0.0,2.0,25.0,11.0,2.0,0.0,10.0,13.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.391,0.44,0.543,0.983,2024,50
pre,59,2024,키움,4,2024-06-12,2024-06-15,2024,키움,2024-06-06,4,0.294,1,38.0,34.0,4.0,10.0,2.0,0.0,0.0,12.0,4.0,0.0,0.0,5.0,10.0,2.0,1.0,0.0,7.0,2.0,0.0,1.0,0.294,0.342,0.353,0.695,2024,57
pre,59,2024,키움,4,2024-06-12,2024-06-15,2024,키움,2024-06-07,5,0.343,1,42.0,35.0,7.0,12.0,4.0,0.0,2.0,22.0,7.0,0.0,0.0,6.0,14.0,5.0,1.0,1.0,3.0,0.0,0.0,1.0,0.343,0.429,0.629,1.058,2024,58
pre,59,2024,키움,4,2024-06-12,2024-06-15,2024,키움,2024-06-08,6,0.281,1,38.0,32.0,10.0,9.0,3.0,0.0,1.0,15.0,10.0,0.0,0.0,8.0,13.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,0.281,0.368,0.469,0.837,2024,59
pre,59,2024,키움,4,2024-06-12,2024-06-15,2024,키움,2024-06-09,10,0.2,1,39.0,35.0,1.0,7.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.2,0.282,0.257,0.539,2024,60
pre,59,2024,키움,4,2024-06-12,2024-06-15,2024,키움,2024-06-11,6,0.286,1,41.0,35.0,5.0,10.0,1.0,1.0,0.0,13.0,5.0,0.0,0.0,4.0,8.0,4.0,2.0,0.0,12.0,0.0,0.0,0.0,0.286,0.39,0.371,0.761,2024,61
pre,60,2024,키움,4,2024-09-16,2024-09-23,2024,키움,2024-09-08,8,0.161,1,35.0,31.0,2.0,5.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,9.0,5.0,3.0,0.0,0.0,13.0,1.0,0.0,1.0,0.161,0.229,0.194,0.423,2024,128
pre,60,2024,키움,4,2024-09-16,2024-09-23,2024,키움,2024-09-10,2,0.324,1,41.0,34.0,7.0,11.0,2.0,0.0,1.0,16.0,7.0,1.0,0.0,10.0,4.0,5.0,1.0,0.0,10.0,1.0,0.0,1.0,0.324,0.415,0.471,0.886,2024,129
pre,60,2024,키움,4,2024-09-16,2024-09-23,2024,키움,2024-09-11,3,0.351,1,44.0,37.0,9.0,13.0,4.0,0.0,0.0,17.0,9.0,2.0,0.0,10.0,6.0,5.0,1.0,0.0,7.0,2.0,1.0,0.0,0.351,0.442,0.459,0.901,2024,130
pre,60,2024,키움,4,2024-09-16,2024-09-23,2024,키움,2024-09-14,8,0.206,1,38.0,34.0,2.0,7.0,1.0,0.0,0.0,8.0,2.0,1.0,0.0,8.0,7.0,2.0,1.0,0.0,12.0,0.0,1.0,0.0,0.206,0.27,0.235,0.505,2024,131
